uri,url,author_handle,text,created_at,like_count,repost_count,reply_count,quote_count
at://did:plc:jwsb23s6n4ygdlkoobm7yh74/app.bsky.feed.post/3mmz5dsfbb22s,https://bsky.app/profile/aeproject.bsky.social/post/3mmz5dsfbb22s,aeproject.bsky.social,"""Gun violence is among America's most deadly health crises that has exploded in recent years"" (KFF Health News 3.6.24). Few ask what caused it to explode. To end the crisis, one must identify its real cause, then develop a real cure.
americanenlightenmentproject.org/guncrisis/",2026-05-29T18:15:14.380Z,1,0,1,1
at://did:plc:q7ks2fhhxoydrcjdxyqvloyo/app.bsky.feed.post/3mmz5dn2ghk2w,https://bsky.app/profile/shoeler.bsky.social/post/3mmz5dn2ghk2w,shoeler.bsky.social,"I liked when he shot a NYT paper with his gun because an article about gun control hurt his feelings, a normal thing we all do",2026-05-29T18:15:08.783Z,2,0,0,0
at://did:plc:7zt22bu4xfjuym5zjwfwgzp6/app.bsky.feed.post/3mmz4ojdrns2b,https://bsky.app/profile/adorablesergal.neocities.org/post/3mmz4ojdrns2b,adorablesergal.neocities.org,"ngl watching some americans start to wonder if they need an entirely new constitution makes me nervous as hell, like good for you realizing the current one sucks ass, but also you're likely the same kind of person who thinks gun control is a great idea without thinking deeply on who'll enforce that.",2026-05-29T18:03:20.252Z,2,0,2,0
at://did:plc:3nysgyurk3lihminqor65t4o/app.bsky.feed.post/3mmz4dmzmvk2n,https://bsky.app/profile/michaelpacholek.bsky.social/post/3mmz4dmzmvk2n,michaelpacholek.bsky.social,"He was anti-Christian Coalition, pro-gun-control, and pro-gay rights. (He had a gay grandson.) And the Reagan-era conservatives, who wouldn't have had a platform if not for him, said he was getting senile.

O the irony -- now compounded.

Ironically, he did develop Alzheimer's -- but not in office.",2026-05-29T17:57:15.013Z,1,0,0,0
at://did:plc:bgt62gzl3y5ke7b45xi5vkvu/app.bsky.feed.post/3mmz42sx4cv2k,https://bsky.app/profile/bsfavourite.bsky.social/post/3mmz42sx4cv2k,bsfavourite.bsky.social,Texas: Dem Senate Candidate James Talarico Supports Gun Control That Would Ban Private Firearm Sales,2026-05-29T17:52:18Z,0,0,0,0
at://did:plc:nx2svqt5sdm2xmkbxcgmpzis/app.bsky.feed.post/3mmz3xxalxs2h,https://bsky.app/profile/trumpreposter.bsky.social/post/3mmz3xxalxs2h,trumpreposter.bsky.social,"(4/4) Election Integrity, and Defend our always under siege Second Amendment. 
 
Randy Feenstra has my Complete and Total Endorsement to be the next Governor of Iowa — RANDY WILL NEVER LET YOU DOWN! President DONALD J. TRUMP",2026-05-29T17:50:43.069Z,0,0,0,0
at://did:plc:tq5hbjjqxkw6h5ph7t55jfgw/app.bsky.feed.post/3mmz3t4wjln2z,https://bsky.app/profile/jazzcomposer.bsky.social/post/3mmz3t4wjln2z,jazzcomposer.bsky.social,"'Not Again' is an instrumental plea to stop gun violence.

Easy clear original composition.

#musicsky #musicfeed # indiemusic #jazzsky #originalmusictracks #selfproducedmusic #musiciansky",2026-05-29T17:48:00.999Z,0,0,0,0
at://did:plc:6aw4p4tkwc5qf4mvzlwz7p5j/app.bsky.feed.post/3mmz3pr5r2s2g,https://bsky.app/profile/tituskingholiday.bsky.social/post/3mmz3pr5r2s2g,tituskingholiday.bsky.social,"Didn't know self defense and defense of my family = You thinking about me extending my Penis.

Regardless your want for gun control at a time like this is utterly stupid",2026-05-29T17:46:08.254Z,0,0,0,0
at://did:plc:3gn4uiw4cyocrhsokfe4maue/app.bsky.feed.post/3mmz3l2x7ik2t,https://bsky.app/profile/chonkdog.bsky.social/post/3mmz3l2x7ik2t,chonkdog.bsky.social,"That’s why they left us the second amendment, so we could straighten that shit put real quick. Sadly we’ve abdicated our responsibility for self-preservation to law enforcement, the same guys who are fucking us in the streets and doing nothing about tyranny or rampant corruption.",2026-05-29T17:43:30.755Z,0,0,0,0
at://did:plc:nx2svqt5sdm2xmkbxcgmpzis/app.bsky.feed.post/3mmz3c7yapc2a,https://bsky.app/profile/trumpreposter.bsky.social/post/3mmz3c7yapc2a,trumpreposter.bsky.social,"(5/6) fight hard to Grow our Economy, Cut Taxes and Regulations, Promote NO TAX ON TIPS, Unleash American Energy DOMINANCE, Champion MADE IN THE U. S. A. , Keep our Border SECURE, Stop Migrant Crime, Safeguard our Elections, and Protect our always under siege Second Amendment.",2026-05-29T17:38:34.035Z,0,0,1,0
at://did:plc:h2go4atbpgzfv6e3ua5carux/app.bsky.feed.post/3mmz36cad3c2y,https://bsky.app/profile/foxtrot68.bsky.social/post/3mmz36cad3c2y,foxtrot68.bsky.social,"Subnautica 2 community seems divided rn into a couple of camps:

1. hey this was neat looking forward to more

2. it's neat I just wish I could defend myself from sharks

3. I demand to exercise my underwater second amendment rights so I can kill everything if I so choose for I am GOD",2026-05-29T17:36:22.184Z,6,0,3,0
at://did:plc:4x2n25hyaykkxz37qchwmhqc/app.bsky.feed.post/3mmz2aeto6r24,https://bsky.app/profile/dailycaller.bsky.social/post/3mmz2aeto6r24,dailycaller.bsky.social,"New York lawmakers inserted two gun-control laws into the state’s Fiscal Year 2027 budget on Wednesday, one of which bans the popular Glock family of pistols.

Democratic Gov. Kathy Hochul signed the budget into law late after it was passed by the heavily Democratic state Legislature, part of a…",2026-05-29T17:19:35Z,0,0,0,0
at://did:plc:cukyh664zwfwfsi2qo7otdkl/app.bsky.feed.post/3mmz27msygy2j,https://bsky.app/profile/conifergirl.bsky.social/post/3mmz27msygy2j,conifergirl.bsky.social,"threat of climate change, the gutting of voting rights, and the epidemic of gun violence.

Alexander Vindman moved to Florida to run for the U.S. Senate, positioning himself as a hero of democracy who stood up to Trump. But courage in 2019 does not",2026-05-29T17:19:13.093Z,3,0,1,0
at://did:plc:mt7whub3ruzbczbryc53wqec/app.bsky.feed.post/3mmz273citf23,https://bsky.app/profile/wehaveguns.bsky.social/post/3mmz273citf23,wehaveguns.bsky.social,40000 people die of gun violence every year in the USA.,2026-05-29T17:18:54.730Z,0,0,0,0
at://did:plc:lwrk7fcbscw66bwoqazsbud3/app.bsky.feed.post/3mmyzybceis2i,https://bsky.app/profile/aoihana.bsky.social/post/3mmyzybceis2i,aoihana.bsky.social,"Second amendment dies in a fire, ERA is included by default, term limits are set on the Supreme Court, anti-corruption provisions are enshrined in the base text",2026-05-29T17:15:06.136Z,2,1,0,0
at://did:plc:vdvqgvmivyud2qhpiyq6izdh/app.bsky.feed.post/3mmyzsiev4s2l,https://bsky.app/profile/lulucaliente.bsky.social/post/3mmyzsiev4s2l,lulucaliente.bsky.social,"Yeah we know, we're a joke but not a funny one. The people who dont have guns and disagree that the Second Amendment stands for unlimited amounts and types of guns are the folks who the USA government is committing the tyranny over.",2026-05-29T17:11:52.231Z,1,0,0,0
at://did:plc:pmgkr2vi3ci2a7hlt32762hs/app.bsky.feed.post/3mmyza7kpmc2n,https://bsky.app/profile/mostlymartha.bsky.social/post/3mmyza7kpmc2n,mostlymartha.bsky.social,"The PPF currently works to promote Peace Churches/conscientious objectors, gun violence prevention, prison abolition/transforming structural violence, and Palestine solidarity/speaking out against genocide.",2026-05-29T17:01:39.006Z,12,0,2,0
at://did:plc:ucvtvykyodkdddga4o7nmkil/app.bsky.feed.post/3mmyz6twa6u2k,https://bsky.app/profile/aocchecklist.bsky.social/post/3mmyz6twa6u2k,aocchecklist.bsky.social,"🇺🇲  HI law reduces influence of corporations / dark money groups’ unlimited election spending;
🇺🇲  VA passes gun control legislation, including ban on assault weapons and high-capacity ammunition magazines
More #GoodNews: https://americansofconscience.com/05-22-2026/#goodnews",2026-05-29T17:00:52.166920Z,1,0,0,0
at://did:plc:fqyq37bso7rnxmzplao2bkgh/app.bsky.feed.post/3mmyyrvtnkk2g,https://bsky.app/profile/thereloadteam.bsky.social/post/3mmyyrvtnkk2g,thereloadteam.bsky.social,Analysis: Where is DOJ’s Gun Rights Restoration Plan? [Member Exclusive],2026-05-29T16:53:39.051Z,1,0,2,0
at://did:plc:r4jv6ovwzxhfx7xfwelz7dwa/app.bsky.feed.post/3mmyyn5ubms23,https://bsky.app/profile/bonescrosby.bsky.social/post/3mmyyn5ubms23,bonescrosby.bsky.social,"Resolve the Citizens United issue. More strictly define gun rights. Age limit of 72 for all three branches of govt. Abolition of Senate. House terms are four years. 

Lots of others’ suggestions",2026-05-29T16:50:59.687Z,4,0,2,0
at://did:plc:l7aza3cnta4li4mr2ic7jyeh/app.bsky.feed.post/3mmyykg4hzc2w,https://bsky.app/profile/just-me.bsky.social/post/3mmyykg4hzc2w,just-me.bsky.social,"These ridiculous events are costing the taxpayers millions of dollars. We're paying for security from multiple government agencies to ensure the events are protected from potential threats from gun violence, bombings, radiological incidents, and more. 
www.latimes.com/california/s...",2026-05-29T16:49:27.681Z,2,0,0,0
at://did:plc:jljrsmoxxtz37q66g2chzv6z/app.bsky.feed.post/3mmyyekgasc2g,https://bsky.app/profile/paulhaider74.bsky.social/post/3mmyyekgasc2g,paulhaider74.bsky.social,John Lennon resided in Weybridge from 1965 to 1966. 🇬🇧🎸🏴󠁧󠁢󠁥󠁮󠁧󠁿 I am extending my life by using the NHS instead of the DOA healthcare system of the USA in a nation of gun violence and a dying democracy. 🇺🇸🔫🤪🚨🇷🇺🤡👑 Hard pass for me!,2026-05-29T16:46:10.869Z,0,0,0,0
at://did:plc:hsd6gnddmn62f5d2r3jzqsry/app.bsky.feed.post/3mmyxt4eqek2j,https://bsky.app/profile/wileynickel.com/post/3mmyxt4eqek2j,wileynickel.com,We don’t have to accept gun violence as inevitable. We don’t need more thoughts and prayers. We need the courage to take action and use tools that can save lives.,2026-05-29T16:36:23.581Z,14,3,0,0
at://did:plc:z47enkw4ua4fsyq62vlhcqxw/app.bsky.feed.post/3mmyxdn2di22d,https://bsky.app/profile/personalvivi.bsky.social/post/3mmyxdn2di22d,personalvivi.bsky.social,"This isn't to say that gun control isn't sorely needed - in particular, ""red flag"" laws would stop a lot of mass shooters in their tracts - remember what I said about how most have a history of committing domestic violence.

But we never seem to bring up the other aspects.",2026-05-29T16:27:46.329Z,12,2,2,0
at://did:plc:z47enkw4ua4fsyq62vlhcqxw/app.bsky.feed.post/3mmyxbidh7s2d,https://bsky.app/profile/personalvivi.bsky.social/post/3mmyxbidh7s2d,personalvivi.bsky.social,"I think the prominence of calls for gun control in the aftermath of mass shootings have left right-wing narratives about the CHARACTER of mass shooters basically uncontested, and the extent to which mass shooters represent an escalating pattern of bullying from kids with privilege obscured",2026-05-29T16:26:34.276Z,14,5,1,0
at://did:plc:5edutbcjbvtmshgnlm3dqnsn/app.bsky.feed.post/3mmyx5fybok24,https://bsky.app/profile/paripetia.bsky.social/post/3mmyx5fybok24,paripetia.bsky.social,"I disagree that we don't need a new constitution, I just don't want it written by corporations. We need a constitution that does not give anyone gun rights. Let that be a state issue now. We need a constitution that plainly outlaws slavery. Currently slavery is legal in prison. Rights of nature.",2026-05-29T16:24:17.594Z,1,0,0,0
at://did:plc:3xepiia4o2vi72cspauocraa/app.bsky.feed.post/3mmyx2hfjac2t,https://bsky.app/profile/djtahoe.bsky.social/post/3mmyx2hfjac2t,djtahoe.bsky.social,"Yes, we actually do know. Also, the Second Amendment was *never* intended to fight off tyranny, that was NRA propaganda.",2026-05-29T16:22:38.414Z,0,0,0,0
at://did:plc:7adattnzwycnqd4li53vqg4x/app.bsky.feed.post/3mmywmxadzs2d,https://bsky.app/profile/westendgrl.bsky.social/post/3mmywmxadzs2d,westendgrl.bsky.social,"private prisons for profit?!
think on that
the longer the time the more profit
more criminals the more the profit
what could go wrong?
no prison should be for profit, and if so, 80% needs to go to mental health services.  
when is that gun control going into effect? hahah",2026-05-29T16:15:05.260Z,0,0,0,0
at://did:plc:2uivt62xkkz55tyiulxzb3ch/app.bsky.feed.post/3mmywm6jqa22l,https://bsky.app/profile/billseye.bsky.social/post/3mmywm6jqa22l,billseye.bsky.social,Trump is putting the finishing touches on his attack of our first amendment rights. If only the Republicans would be upset as they get when an attempt to legislate common sense regulation on second amendment right to own firearms is even discussed. ABC broadcasting next. Total censorship’s the goal.,2026-05-29T16:14:39.351Z,0,0,0,0
at://did:plc:fgx2meacgtgvjoudmc2uzlqm/app.bsky.feed.post/3mmywi42zgk2q,https://bsky.app/profile/pematchop.bsky.social/post/3mmywi42zgk2q,pematchop.bsky.social,"#PA Advocacy Opportunity!

Firearms are the leading cause of death among children in the US. Join @ceasefirepa, and hundreds of survivors, healthcare workers, and community members in Harrisburg on:

June 2

To advocate for life-saving gun violence prevention legislation.",2026-05-29T16:12:22.000Z,0,0,1,0
at://did:plc:diuyp2bmpdymae7nvpptx5xv/app.bsky.feed.post/3mmywbycyti2p,https://bsky.app/profile/maybeyourgirl.bsky.social/post/3mmywbycyti2p,maybeyourgirl.bsky.social,Every day more families are destroyed by gun violence. Weapons should not define freedom or identity. We need courage to change this culture. see chicks like me at Angelfaces.lat/all2u #GunReform #EndGunViolence #HumanRights,2026-05-29T16:08:56.157135+00:00,0,0,0,0
at://did:plc:cusaw5uta6s5lnonfv77fqph/app.bsky.feed.post/3mmywascekc25,https://bsky.app/profile/reclaimingsunday.bsky.social/post/3mmywascekc25,reclaimingsunday.bsky.social,"Once again Americans, if only a few people in a tiny country without a Second Amendment were able to end the tyranny of Mussolini and his fascist enablers in one day, the least you could do is forcibly remove and imprison the entirety of your current fascist regime. It’s your constitutional duty.",2026-05-29T16:08:17.422Z,0,0,0,0
at://did:plc:65lajs2naecrkmwgazzgz62u/app.bsky.feed.post/3mmyw4cyz422g,https://bsky.app/profile/giffords.org/post/3mmyw4cyz422g,giffords.org,"This AAPI Heritage Month, we’re proud to endorse this strong slate of leaders who understand the devastating toll hate-fueled gun violence has taken on Asian American communities. They are committed to building a safer future for everyone.",2026-05-29T16:05:47.167Z,9,2,1,1
at://did:plc:4fd463xn7xbvgswz7wolvjt4/app.bsky.feed.post/3mmyvsra3w22w,https://bsky.app/profile/harryanna.bsky.social/post/3mmyvsra3w22w,harryanna.bsky.social,"Because the American people allow him to, even though they have a second amendment and more than 350 million weapons",2026-05-29T16:00:26.545Z,0,0,0,0
at://did:plc:g3f5pxyske74xyieb25lohmp/app.bsky.feed.post/3mmyvokqvrc24,https://bsky.app/profile/earthkeeping.bsky.social/post/3mmyvokqvrc24,earthkeeping.bsky.social,"Gun Violence Awareness Forum in Dallas, TX on Sunday, June 7, 1 p.m.",2026-05-29T15:58:05.532Z,0,0,0,0
at://did:plc:lgaygody2ykq5iwninfxyzre/app.bsky.feed.post/3mmyvn5bgl22s,https://bsky.app/profile/indianpaintbrush.bsky.social/post/3mmyvn5bgl22s,indianpaintbrush.bsky.social,Think this only gets worse for them too because the attacks on public lands are forcing a lot of Teddy Roosevelt styled “rugged Christian’s” further to the left than gun rights debates pushed them to the right.,2026-05-29T15:57:17.845Z,0,0,0,0
at://did:plc:pw7hut5eep47fk6famlrmyn7/app.bsky.feed.post/3mmyvl32gxc2l,https://bsky.app/profile/johnlsullivan9.bsky.social/post/3mmyvl32gxc2l,johnlsullivan9.bsky.social,The Framers gave us the second amendment but we're not supposed to talk about that.,2026-05-29T15:56:08.410Z,0,0,0,0
at://did:plc:wrqrpjtklqskyd5z6f2cqy5u/app.bsky.feed.post/3mmyvg7teo22d,https://bsky.app/profile/pooldude.bsky.social/post/3mmyvg7teo22d,pooldude.bsky.social,"Republican voters are not intelligent enough to understand that Republican politicians are lying to them 

They use things like racism and gun rights, specifically because they motivate a large amount of self-absorbed people. It's the same reason they have taken up the abortion argument",2026-05-29T15:53:25.355Z,0,0,2,0
at://did:plc:cxfcttp3bqdhb6wb2glneuuw/app.bsky.feed.post/3mmyuwq6rm222,https://bsky.app/profile/gun-control-network.org/post/3mmyuwq6rm222,gun-control-network.org,"22 firearm reports this week, including two men shot and critically injured in Prescot. GCN offers sympathy to all those affected and continues to campaign for the reduction in availability of guns of all kinds.
@sarahjonesmp.bsky.social 
 
Our summaries:
gun-control-network.org/incidents/",2026-05-29T15:44:45.928Z,0,0,0,0
at://did:plc:xnaf7yri2xm7ajb6lmcnejgx/app.bsky.feed.post/3mmyupbnuoc2x,https://bsky.app/profile/veronicalbluesky.bsky.social/post/3mmyupbnuoc2x,veronicalbluesky.bsky.social,"New Changes To ATF Gun Form Put Medical Marijuana Patients On The Path To Restored Second Amendment Rights (Op-Ed)
www.marijuanamoment.net/new-changes-...",2026-05-29T15:40:35.814Z,0,0,0,0
at://did:plc:pfrxz3dyggoyd2jqbj3uv4md/app.bsky.feed.post/3mmyuo6dmpc2a,https://bsky.app/profile/mc-ci.bsky.social/post/3mmyuo6dmpc2a,mc-ci.bsky.social,"If only they could apply the same passion to, say, gun control",2026-05-29T15:39:58.777Z,0,0,1,0
at://did:plc:ha75md7pravn2bz6tzfggbqt/app.bsky.feed.post/3mmyukalfcs2v,https://bsky.app/profile/durhamhealthnc.bsky.social/post/3mmyukalfcs2v,durhamhealthnc.bsky.social,"Monday! Pick up a free gun lock & learn more about gun safety at our annual gun lock giveaway with the Durham County District Attorney's Office. Help prevent accidents and keep your family safe. 

Monday, 6/3, 10AM-2PM
Outside the Durham County Courthouse, 510 S Dillard St, Durham, NC 27701",2026-05-29T15:37:46.899Z,4,0,1,0
at://did:plc:uxunipq3axuz4in42gkfuwz7/app.bsky.feed.post/3mmyu727tfk2d,https://bsky.app/profile/kupcake.bsky.social/post/3mmyu727tfk2d,kupcake.bsky.social,"The second amendment is for shooting cops, and people need to start realizing that.",2026-05-29T15:31:31.141Z,0,0,0,0
at://did:plc:5uju5s27ns2gdbizm7ypozfc/app.bsky.feed.post/3mmyu2t6j6c2t,https://bsky.app/profile/howarda-atlaw.bsky.social/post/3mmyu2t6j6c2t,howarda-atlaw.bsky.social,"Prediction, at some point David Pigg, who now is avidly supporting graham cracker, a Maine nazi, who opposes any form of gun safety legislation, is going to admit that he was a republican all along",2026-05-29T15:29:09.542Z,7,1,1,0
at://did:plc:3q3je4vd72jey26wibtfzai4/app.bsky.feed.post/3mmytukvw5d2f,https://bsky.app/profile/wfir.bsky.social/post/3mmytukvw5d2f,wfir.bsky.social,June is Gun Violence Awareness Month – the local group “Fed Up” will hold an event next Friday https://wfirnews.com/news/june-is-gun-violence-awareness-month-the-local-group-fed-up-will-hold-an-event-next-friday,2026-05-29T15:25:38+00:00,0,0,0,0
at://did:plc:4xqt7t2zph634drigtdxdmro/app.bsky.feed.post/3mmyttglzcs2r,https://bsky.app/profile/journodale.bsky.social/post/3mmyttglzcs2r,journodale.bsky.social,"Hardy laments the fiscal situation en français. 
Champagne touts the cuts they have made to departments in order to show how serious they are about the budget. 
Hardy then goes on a rant about about gun control, and MacKinnon wonders why the Conservatives oppose combatting crime. #QP",2026-05-29T15:25:01.471Z,3,1,2,1
at://did:plc:diuyp2bmpdymae7nvpptx5xv/app.bsky.feed.post/3mmytmfn64x2d,https://bsky.app/profile/maybeyourgirl.bsky.social/post/3mmytmfn64x2d,maybeyourgirl.bsky.social,Every day more families are destroyed by gun violence. I honestly believe people should not live ready to kill at a moment’s notice. Watching constant violence has made me deeply angry and exhausted. see chicks like me on Angelfaces.lat/sugar2u #GunReform #EndGunViolence #HumanRights,2026-05-29T15:21:04.557807+00:00,0,0,0,0
at://did:plc:2mow7kzge7glgb2jljb2ypfn/app.bsky.feed.post/3mmytk433xc2c,https://bsky.app/profile/girlgrace.bsky.social/post/3mmytk433xc2c,girlgrace.bsky.social,I can't believe it's gonna be 10 years since pulse massacre happened I'm standing with the 49 lives who were taken so soon by gun violence we need to do better in America Stop the violence let's save America,2026-05-29T15:19:48.441Z,0,0,0,0
at://did:plc:rxlrgdzlxnwg7fdixe4rcmuc/app.bsky.feed.post/3mmytefznvc2l,https://bsky.app/profile/wadewarrens.bsky.social/post/3mmytefznvc2l,wadewarrens.bsky.social,"""Asian American evangelicals ... are much less politically conservative than white evangelicals. This group was less likely than white evangelicals to vote for Trump in 2016 and was more progressive on issues like gun control and climate change. The exception was abortion.""",2026-05-29T15:16:37.553Z,0,0,0,0
at://did:plc:rwdnojpotckuwmo3tzxb4lbh/app.bsky.feed.post/3mmytdnjj4k2v,https://bsky.app/profile/frank-mcg.bsky.social/post/3mmytdnjj4k2v,frank-mcg.bsky.social,"Yeah. No place is perfect. But all the nations ex-usa have less gun violence.  So the usa needs to adopt their gun laws.  IMO. The rest of policing/Justice/prisons well, that varies in all nations.",2026-05-29T15:16:11.859Z,0,0,1,0
at://did:plc:66xhjlkx4fhuyvotrieiztbm/app.bsky.feed.post/3mmytbqjs222t,https://bsky.app/profile/thebunnyamendt.bsky.social/post/3mmytbqjs222t,thebunnyamendt.bsky.social,"Republicans choose a Leader that hates the party that supports Democracy, Reparations for the genocide of Native Americans and for the slavery of Africans, Medicare for All, an Economic Bill of Rights, Asylum, passing a Gun Safety Incentive Act and abortion rights for women.
youtu.be/zCsBAxBSaXI?...",2026-05-29T15:15:07.905Z,0,0,1,0
at://did:plc:elcepvr65b7rymlyk4avyktc/app.bsky.feed.post/3mmyt6f62sg2r,https://bsky.app/profile/wsnext.com/post/3mmyt6f62sg2r,wsnext.com,"Surging Financial Risks: Pennsylvania Businesses Face Expanding Liability for Gun Violence

https://wsnext.com/5f422bd-Civil-liability-Corporate-risk/",2026-05-29T15:13:14.914Z,0,0,0,0
at://did:plc:mv7zcj6oglztfak3655yfgpi/app.bsky.feed.post/3mmysyutzr22s,https://bsky.app/profile/dieudonne.bsky.social/post/3mmysyutzr22s,dieudonne.bsky.social,"the gun violence in Berlin is not poverty related, it comes from right wing extremist youth from Berlin's suburban periphery. One really must see that this has nothing to do with poverty but ONLY with cultural deprivation and toxic masculinity www.tagesspiegel.de/berlin/keine...",2026-05-29T15:10:10.444Z,0,0,0,1
at://did:plc:vgc2zlfnhr4w3udly4l6zwt7/app.bsky.feed.post/3mmysg327r22j,https://bsky.app/profile/jrock08.bsky.social/post/3mmysg327r22j,jrock08.bsky.social,"Why aren't the supporters of bicycle weekends talking about gun violence in our communities?

bsky.app/profile/jroc...",2026-05-29T14:59:39.404Z,3,0,1,0
